Name,Year Published,Users Rated,Owned Users,Complexity Average,Mechanics
Afrika Korps,1964.0,954,2135.0,2.28,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Zone of Control"
James Bond Secret Agent 007 Game,1964.0,30,115.0,1.75,Point to Point Movement
Probe,1964.0,757,2049.0,1.55,
Quinto,1964.0,204,937.0,1.87,Tile Placement
Facts in Five,1964.0,804,2080.0,1.68,
Stocks & Bonds,1964.0,611,2281.0,2.04,"Commodity Speculation, Dice Rolling, Simulation, Simultaneous Action Selection, Stock Holding"
So Long Sucker,1964.0,84,57.0,1.83,"Player Elimination, Team-Based Game"
Phalanx,1964.0,55,177.0,2.4,
Bonanza,1964.0,39,144.0,1.0,Roll / Spin and Move
Scrabble Crossword Cubes Game,1964.0,69,279.0,1.0,
Oh-Wah-Ree,1964.0,261,1067.0,1.54,Mancala
Mystery Date,1965.0,90,273.0,1.2,"Roll / Spin and Move, Set Collection"
Trouble,1965.0,3255,4962.0,1.05,Roll / Spin and Move
Operation,1965.0,3617,6096.0,1.11,Simulation
Barrel of Monkeys,1965.0,781,701.0,1.06,
Go For Broke,1965.0,1218,2413.0,1.13,"Betting and Bluffing, Dice Rolling, Roll / Spin and Move, Stock Holding"
Stay Alive,1965.0,809,1504.0,1.21,
Tri-Ominos,1965.0,2268,5437.0,1.43,"Hand Management, Pattern Building, Tile Placement"
Oh Snap!,1965.0,613,1168.0,1.04,
Hit the Beach,1965.0,159,337.0,1.13,"Dice Rolling, Point to Point Movement, Roll / Spin and Move, Semi-Cooperative Game"
Drag Strip!,1965.0,87,136.0,1.0,
Avalanche,1965.0,244,472.0,1.2,
Call My Bluff,1965.0,32,42.0,0.0,Betting and Bluffing
Kaiser,1965.0,40,62.0,1.8,"Auction/Bidding, Team-Based Game, Trick-taking"
High-Bid,1965.0,260,1156.0,1.81,"Auction/Bidding, Set Collection"
The Business Game,1965.0,335,652.0,2.08,Pick-up and Deliver
Breakthru,1965.0,333,1272.0,2.0,Point to Point Movement
Tip-It,1965.0,128,288.0,1.07,Point to Point Movement
Blitzkrieg,1965.0,718,1787.0,2.75,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control"
Table Soccer,1965.0,43,73.0,1.0,Pick-up and Deliver
Alpen Roulette,1965.0,62,144.0,1.0,Area Movement
Green Ghost,1965.0,57,100.0,1.0,"Roll / Spin and Move, Set Collection"
Nuclear War,1965.0,2811,4014.0,1.44,"Action Queue, Hand Management, Take That"
Spy Ring,1965.0,163,379.0,1.5,"Memory, Point to Point Movement, Roll / Spin and Move, Set Collection"
APBA Basketball,1965.0,33,53.0,3.0,
The Battle of the Bulge,1965.0,405,1101.0,2.32,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Paper-and-Pencil, Ratio / Combat Results Table, Simulation, Zone of Control"
James Bond 007,1965.0,31,89.0,1.17,
The Game of Shakespeare,1966.0,93,441.0,1.77,"Dice Rolling, Race, Roll / Spin and Move, Track Movement"
Thinking Man's Football,1966.0,58,364.0,2.5,"Dice Rolling, Simultaneous Action Selection"
Magellan,1966.0,58,173.0,2.71,"Area Movement, Dice Rolling, Roll / Spin and Move"
Switchboard,1966.0,64,123.0,2.0,"Dice Rolling, Modular Board, Roll / Spin and Move, Tile Placement"
Guadalcanal,1966.0,147,462.0,2.43,"Dice Rolling, Grid Movement, Hexagon Grid, Hidden Movement, Memory, Paper-and-Pencil, Ratio / Combat Results Table, Secret Unit Deployment, Simulation, Zone of Control"
Fight in the Skies,1966.0,65,188.0,2.45,"Critical Hits and Failures, Dice Rolling, Grid Movement, Paper-and-Pencil, Role Playing, Scenario / Mission / Campaign Game, Simulation, Square Grid, Team-Based Game, Variable Set-up"
Thinking Man's Golf,1966.0,212,616.0,1.78,
Coup d'État,1966.0,131,490.0,2.21,"Hand Management, Trick-taking"
"Win, Place & Show",1966.0,823,1762.0,2.08,"Betting and Bluffing, Dice Rolling, Roll / Spin and Move"
Twister,1966.0,3948,6693.0,1.08,Player Elimination
Skip-Bo,1967.0,6096,13674.0,1.22,Hand Management
Ker Plunk,1967.0,1358,2149.0,1.03,Physical Removal
Rock 'Em Sock 'Em Robots,1967.0,395,475.0,1.04,
The Newlywed Game,1967.0,138,371.0,1.4,"Memory, Storytelling, Team-Based Game"
Kreskin's ESP,1967.0,32,168.0,1.0,
Score Four,1967.0,601,1486.0,1.83,"Pattern Building, Pattern Recognition, Tile Placement"
Jutland,1967.0,485,1288.0,2.91,"Dice Rolling, Measurement Movement, Movement Template, Paper-and-Pencil, Player Elimination, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation"
Feudal,1967.0,1399,3498.0,2.3,"Grid Movement, Line of Sight, Player Elimination, Secret Unit Deployment, Square Grid, Static Capture, Team-Based Game"
Regatta,1967.0,552,1543.0,2.07,Roll / Spin and Move
Mr. President,1967.0,305,903.0,2.17,Hand Management
Sprouts,1967.0,108,86.0,1.58,Paper-and-Pencil
Bazaar,1967.0,1661,2718.0,2.03,"Set Collection, Trading"
Monkey Auto Races,1967.0,31,12.0,3.29,
Nile,1967.0,72,227.0,1.78,Tile Placement
Ratrace,1967.0,230,524.0,1.58,"Auction/Bidding, Roll / Spin and Move"
All-Pro Football,1967.0,33,77.0,1.5,"Action Points, Dice Rolling, Simulation"
Big League Baseball,1967.0,45,204.0,2.0,Dice Rolling
Exploration,1967.0,119,253.0,1.44,"Dice Rolling, Events, Grid Movement, Lose a Turn, Race, Roll / Spin and Move, Square Grid, Track Movement"
Tuf,1967.0,50,230.0,1.83,Dice Rolling
Koffer packen,1967.0,36,95.0,2.0,"Card Drafting, Hand Management, Memory"
Headache,1968.0,154,273.0,1.09,"Area Movement, Pick-up and Deliver, Point to Point Movement, Roll / Spin and Move"
Crocodile Pool Party,1968.0,306,590.0,1.3,Grid Movement
L-Game,1968.0,116,175.0,2.08,Enclosure
Top Trumps,1968.0,957,2413.0,1.05,"Memory, Rock-Paper-Scissors, Trick-taking"
Rock Paper Scissors,1968.0,61,26.0,1.0,"Rock-Paper-Scissors, Set Collection"
Don't Break the Ice,1968.0,1119,1522.0,1.1,Physical Removal
Funny Bones,1968.0,112,421.0,1.2,"Line Drawing, Team-Based Game"
Blue Line Hockey,1968.0,121,418.0,1.92,"Dice Rolling, Events, Grid Movement, Roll / Spin and Move, Simulation, Square Grid"
MeM,1968.0,35,74.0,3.86,Pattern Building
Strat-O-Matic Pro Football,1968.0,380,666.0,2.84,
Foil,1968.0,159,992.0,1.53,
Hats Off,1968.0,41,96.0,1.0,
High Finance,1968.0,54,105.0,1.6,"Card Drafting, Roll / Spin and Move, Stock Holding, Trading"
1914,1968.0,258,785.0,3.62,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Stump,1968.0,32,82.0,1.0,
RisiKo!,1968.0,56,113.0,1.75,"Area Majority / Influence, Area Movement, Area-Impulse, Dice Rolling, Player Elimination, Set Collection"
The Battle of Britain,1968.0,54,192.0,3.0,"Grid Movement, Hexagon Grid, Ratio / Combat Results Table"
Soccerama,1968.0,34,54.0,1.67,"Auction/Bidding, Roll / Spin and Move, Variable Player Powers"
International Movie Maker,1968.0,101,150.0,1.38,"Auction/Bidding, Roll / Spin and Move, Set Collection"
Djambi,1968.0,59,79.0,3.33,
Sherco's Grand Slam Baseball Game,1968.0,55,124.0,2.33,Dice Rolling
Kaliko,1968.0,90,209.0,2.3,"Pattern Building, Tile Placement"
Situation 4,1968.0,139,362.0,1.62,"Area Majority / Influence, Speed Matching, Team-Based Game"
Battling Tops,1968.0,357,390.0,1.21,
Ulcers,1969.0,170,401.0,1.06,"Point to Point Movement, Roll / Spin and Move, Set Collection"
Blast-Off!,1969.0,100,206.0,1.33,"Area Movement, Dice Rolling, Race, Roll / Spin and Move, Take That"
"Rivers, Roads & Rails",1969.0,550,1259.0,1.16,Tile Placement
Origins of World War I,1969.0,38,77.0,2.43,"Alliances, Auction/Bidding, Dice Rolling, Negotiation, Ratio / Combat Results Table, Variable Player Powers"
Ants in the Pants,1969.0,294,448.0,1.06,
Bastogne,1969.0,31,116.0,3.25,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table"
Toss Across,1969.0,186,125.0,1.0,Pattern Building
C&O/B&O,1969.0,64,260.0,2.13,"Pick-up and Deliver, Simulation, Track Movement"
Monad,1969.0,427,1253.0,2.03,"Ladder Climbing, Set Collection"
Tuf-abet,1969.0,33,133.0,1.5,
Lines of Action,1969.0,452,389.0,2.71,"Grid Movement, Pattern Building, Static Capture"
Anzio,1969.0,601,1717.0,3.24,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game"
Venture,1969.0,704,1837.0,1.97,Set Collection
Bowling Solitaire,1969.0,273,260.0,1.5,"Simulation, Solo / Solitaire Game"
Playboss,1969.0,117,434.0,2.5,"Auction/Bidding, Commodity Speculation, Simulation, Trading"
Cups,1969.0,31,20.0,2.2,Mancala
Wu Hsing,1969.0,50,122.0,2.33,Tile Placement
Barbarossa: The Russo-German War 1941-45,1969.0,104,277.0,2.57,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control"
Anzio Beachhead,1969.0,90,426.0,3.0,Hexagon Grid
Situation 7,1969.0,55,159.0,1.0,"Area Majority / Influence, Speed Matching, Team-Based Game"
Leipzig: The Battle of Nations - Napoleon vs. Europe,1969.0,45,195.0,2.85,"Dice Rolling, Hexagon Grid"
Lingua,1969.0,41,186.0,2.25,Tile Placement
Three Musketeers,1969.0,36,32.0,2.0,Point to Point Movement
Cardino,1969.0,83,319.0,1.14,Tile Placement
Hang on Harvey!,1969.0,50,106.0,1.2,"Enclosure, Simultaneous Action Selection"
Downspin,1970.0,764,1522.0,1.15,Memory
Octrix,1970.0,33,192.0,1.67,Trick-taking
Chaos,1970.0,63,238.0,1.5,"Memory, Secret Unit Deployment"
Husker Du?,1970.0,97,199.0,1.11,Memory
Mind Maze,1970.0,58,191.0,1.4,"Pattern Recognition, Secret Unit Deployment"
The Stock Market Game,1970.0,188,694.0,2.04,Stock Holding
Ghost Castle,1970.0,937,1495.0,1.12,"Area Movement, Race, Roll / Spin and Move"
Kriegspiel,1970.0,276,759.0,1.95,"Dice Rolling, Grid Movement, Hexagon Grid, Modular Board, Movement Points, Ratio / Combat Results Table, Rock-Paper-Scissors, Simulation, Zone of Control"
Buckaroo!,1970.0,509,858.0,1.0,
Stacrobats,1970.0,185,361.0,1.0,Pattern Building
Subbuteo Rugby,1970.0,39,63.0,1.25,
Bushi,1970.0,40,104.0,2.5,Area Movement
Banqi,1970.0,33,43.0,1.5,Grid Movement
PanzerBlitz,1970.0,1664,3947.0,3.07,"Dice Rolling, Grid Movement, Hexagon Grid, Interrupts, Line of Sight, Modular Board, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation"
Paydirt,1970.0,458,881.0,2.26,"Dice Rolling, Simulation"
NFL Strategy,1970.0,210,413.0,2.24,Simultaneous Action Selection
Ploy,1970.0,367,1165.0,2.39,Grid Movement
Masterpiece,1970.0,1616,3431.0,1.45,"Auction/Bidding, Roll / Spin and Move"
The Flight of the Goeben,1970.0,44,148.0,2.83,"Hexagon Grid, Secret Unit Deployment"
Mini Shogi,1970.0,36,41.0,3.4,Grid Movement
Joker Marbles,1970.0,63,74.0,1.0,"Hand Management, Point to Point Movement, Roll / Spin and Move"
Scan,1970.0,97,321.0,1.0,"Pattern Recognition, Speed Matching"
Bridgette,1970.0,127,324.0,2.67,"Auction/Bidding, Trick-taking"
APBA American Saddle Racing,1970.0,44,61.0,1.0,Simulation
All The King's Men,1970.0,407,997.0,1.94,Grid Movement
Vector,1970.0,42,116.0,2.4,"Action Queue, Simultaneous Action Selection, Team-Based Game"
Paddle Pool,1970.0,41,48.0,1.0,
"The Battle of Moscow: The German Drive on Moscow, 1941",1970.0,48,163.0,2.5,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table"
Chartbuster,1970.0,39,56.0,2.0,
The Great Downhill Ski Game,1970.0,37,85.0,1.33,Tile Placement
Luftwaffe: The Game of Aerial Combat Over Germany 1943-45,1970.0,858,2734.0,2.66,"Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation"
Air Charter,1970.0,82,184.0,1.38,"Dice Rolling, Events, Pick-up and Deliver, Point to Point Movement, Roll / Spin and Move"
Quandary,1970.0,60,149.0,2.17,Point to Point Movement
Evade,1971.0,63,266.0,1.5,Square Grid
The Godfather Game,1971.0,63,220.0,2.4,"Dice Rolling, Enclosure, Events"
Chainmail,1971.0,81,279.0,2.5,"Critical Hits and Failures, Dice Rolling, Measurement Movement, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation, Variable Player Powers"
Peanut Butter & Jelly Card Game,1971.0,65,142.0,1.0,"Hand Management, Set Collection"
"Lie, Cheat & Steal",1971.0,180,507.0,1.41,
UNO,1971.0,21211,38337.0,1.12,"Hand Management, Lose a Turn, Matching, Take That"
Image,1971.0,176,864.0,1.74,
Scrabble Sentence Cube Game,1971.0,137,545.0,1.2,Dice Rolling
Gnip Gnop,1971.0,160,124.0,1.06,Race
"Centurion: Tactical Warfare, 100B.C.-600A.D.",1971.0,30,140.0,2.71,"Dice Rolling, Hexagon Grid"
Campaign,1971.0,412,949.0,2.32,"Action Points, Alliances, Area Majority / Influence, Dice Rolling, Grid Movement, Roll / Spin and Move, Simulation, Square Grid"
Lost Battles: Operational Combat in Russia,1971.0,36,175.0,3.0,"Dice Rolling, Hexagon Grid"
Crossfire,1971.0,458,496.0,1.13,
Rebound,1971.0,332,507.0,1.0,
Sleuth,1971.0,2735,4918.0,2.47,"Deduction, Hand Management, Memory, Paper-and-Pencil"
London Cabbie Game,1971.0,76,156.0,1.2,Pick-up and Deliver
Speed Circuit,1971.0,1109,2187.0,2.05,"Action Points, Modular Board, Simultaneous Action Selection"
Statis Pro Baseball,1971.0,475,835.0,2.17,Simulation
Napoleon at Waterloo,1971.0,487,1110.0,1.92,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Zone of Control"
Alexander the Great,1971.0,396,1121.0,2.74,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation"
Origins of World War II,1971.0,420,1234.0,2.12,"Alliances, Area Majority / Influence, Auction/Bidding, Dice Rolling, Negotiation, Ratio / Combat Results Table, Variable Player Powers"
Landslide,1971.0,221,421.0,1.43,"Auction/Bidding, Roll / Spin and Move"
Strategy I: Strategic Warfare 350BC to 1984,1971.0,94,259.0,3.38,"Dice Rolling, Hexagon Grid, Modular Board, Simulation"
Orion,1971.0,48,135.0,2.0,Pattern Building
Ball Park Baseball,1971.0,38,43.0,3.22,"Dice Rolling, Simulation"
Executive Decision,1971.0,409,1406.0,2.31,"Auction/Bidding, Commodity Speculation, Simultaneous Action Selection, Trading"
Voice of the Mummy,1971.0,36,81.0,1.25,"Dice Rolling, Roll / Spin and Move, Set Collection"
Phalanx: Tactical Warfare 500-100 BC,1971.0,45,159.0,2.29,"Dice Rolling, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Zone of Control"
"Kursk: Operation Zitadelle, 4 July 1943",1971.0,65,215.0,2.43,"Dice Rolling, Hexagon Grid, Movement Points, Ratio / Combat Results Table"
Normandy: The Invasion of Europe 1944,1971.0,101,335.0,2.12,"Dice Rolling, Hexagon Grid, Simulation"
"Grunt: Tactical Combat in Vietnam, 1965",1971.0,46,192.0,2.75,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Variable Set-up"
The Official Dealer McDope Dealing Game,1971.0,40,106.0,2.0,"Commodity Speculation, Dice Rolling, Trading"
Mastermind,1971.0,6130,9848.0,1.8,Induction
"U.S.N.: The Game of War in the Pacific, 1941-43",1971.0,108,380.0,3.52,"Dice Rolling, Hexagon Grid, Simulation"
"Dark Ages: Tactical Warfare, 500-1300",1971.0,41,133.0,2.58,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Simulation"
Korea: The Mobile War 1950-51,1971.0,59,229.0,2.87,"Dice Rolling, Hexagon Grid"
Red Star/White Star: Tactical Combat in Europe in the 1970's,1972.0,95,338.0,3.1,"Dice Rolling, Hexagon Grid"
Charge it!,1972.0,62,150.0,1.0,
Manhunt,1972.0,52,185.0,1.4,"Deduction, Paper-and-Pencil, Race, Roll / Spin and Move, Take That, Team-Based Game, Track Movement, Variable Set-up"
Airways,1972.0,36,72.0,2.33,Pick-up and Deliver
ABC Monday Night Football,1972.0,35,58.0,1.5,"Simulation, Simultaneous Action Selection"
Airport,1972.0,36,130.0,1.6,"Roll / Spin and Move, Track Movement"
Grenadier: Tactical Warfare 1680-1850,1972.0,51,196.0,2.33,Hexagon Grid
Zilch,1972.0,82,70.0,1.27,"Dice Rolling, Push Your Luck"
"Flying Circus: Tactical Aerial Combat, 1915-1918",1972.0,53,229.0,2.67,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation, Three Dimensional Movement"
Admirals,1972.0,197,414.0,1.76,"Grid Movement, Memory, Secret Unit Deployment"
Speculate,1972.0,68,185.0,2.11,"Stock Holding, Trading"
BattleBoard,1972.0,36,99.0,1.0,
Mix-max,1972.0,129,255.0,1.0,"Card Drafting, Dice Rolling, Pattern Recognition, Set Collection"
Escape from Colditz Castle,1972.0,42,73.0,1.5,"Memory, Point to Point Movement, Roll / Spin and Move"
Combat Command: Tactical Armored Warfare,1972.0,41,195.0,2.56,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Scenario / Mission / Campaign Game, Simulation"
Waterworks,1972.0,1904,4176.0,1.21,"Take That, Tile Placement"
The London Game,1972.0,240,540.0,1.5,"Dice Rolling, Point to Point Movement, Roll / Spin and Move"
4000 A.D.,1972.0,382,929.0,2.15,"Hidden Movement, Point to Point Movement, Secret Unit Deployment, Team-Based Game"
Word Mastermind,1972.0,114,390.0,1.67,
War,1972.0,191,242.0,2.63,"Area Majority / Influence, Area Movement, Area-Impulse, Dice Rolling, Set Collection"
Quips,1972.0,100,218.0,1.0,"Dice Rolling, Pattern Recognition"
Point Of Law,1972.0,112,572.0,1.57,"Paper-and-Pencil, Scenario / Mission / Campaign Game"
Spoons,1972.0,489,595.0,1.09,"Set Collection, Simultaneous Action Selection"
Monopoly: London,1972.0,191,249.0,1.81,"Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading"
Outdoor Survival,1972.0,951,2255.0,1.78,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Race, Scenario / Mission / Campaign Game, Simulation, Variable Set-up"
"The Franco-Prussian War: August 1 to September 2, 1870",1972.0,64,209.0,2.43,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control"
Decathlon,1972.0,130,258.0,1.15,Dice Rolling
The Marne: Home Before the Leaves Fall,1972.0,40,152.0,2.3,Hexagon Grid
Haunted Mansion Game,1972.0,45,72.0,1.13,Roll / Spin and Move
Armageddon: Tactical Combat 3000 to 500 B.C.,1972.0,66,264.0,2.64,"Dice Rolling, Hexagon Grid, Simulation"
"Year of the Rat: Vietnam, 1972",1972.0,99,366.0,2.89,"Dice Rolling, Hexagon Grid"
La Grande Armée: The Campaigns of Napoleon in Central Europe,1972.0,94,334.0,2.83,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table"
Decline and Fall of the Roman Empire,1972.0,107,196.0,2.62,"Hexagon Grid, Variable Player Powers"
"The Game of France, 1940: German Blitzkrieg in the West",1972.0,503,1395.0,2.73,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Variable Set-up, Zone of Control"
Election,1972.0,95,146.0,2.63,
The Battle of Borodino: Napoleon in Russia 1812,1972.0,146,401.0,2.11,"Dice Rolling, Hexagon Grid, Zone of Control"
Soldiers: Tactical Combat in 1914-15,1972.0,97,318.0,2.08,Hexagon Grid
Ultimate Mastermind,1972.0,660,1421.0,2.3,Pattern Recognition
Richthofen's War,1972.0,830,2313.0,2.42,"Hexagon Grid, Simultaneous Action Selection, Variable Player Powers"
Sports Illustrated Baseball,1972.0,189,396.0,1.92,Dice Rolling
Winter War: The Russo-Finnish Conflict,1972.0,198,497.0,2.39,"Dice Rolling, Hexagon Grid, Simulation"
Statis Pro Basketball,1972.0,289,540.0,2.14,Simulation
Whodunit,1972.0,167,525.0,2.08,
Quebec 1759,1972.0,686,1264.0,2.15,"Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation"
Boggle,1972.0,7006,11210.0,1.49,"Dice Rolling, Paper-and-Pencil, Pattern Recognition"
Conquest,1972.0,71,197.0,2.44,"Action Points, Point to Point Movement"
1812: The Campaign of Napoleon in Russia,1972.0,66,228.0,2.17,"Area Movement, Dice Rolling, Hexagon Grid"
What's My Word?,1972.0,330,508.0,2.16,Paper-and-Pencil
Triple Yahtzee,1972.0,365,752.0,1.58,"Dice Rolling, Paper-and-Pencil"
Kasserine Pass,1972.0,70,211.0,2.29,"Hexagon Grid, Simulation"
The Brotherhood,1972.0,53,176.0,2.23,"Area Majority / Influence, Dice Rolling, Negotiation, Paper-and-Pencil, Player Elimination, Secret Unit Deployment, Simultaneous Action Selection"
Isolation,1972.0,218,469.0,1.64,"Grid Movement, Map Reduction"
"The Wilderness Campaign: Lee vs. Grant, 1864",1972.0,38,175.0,2.3,"Dice Rolling, Hexagon Grid, Simulation"
"Breakout & Pursuit: The Battle for France, 1944",1972.0,64,221.0,2.67,"Hexagon Grid, Simultaneous Action Selection"
Emperor of China,1972.0,105,287.0,2.05,"Alliances, Area Majority / Influence, Area Movement, Dice Rolling, Events, Negotiation, Team-Based Game"
1918: Operation Michel,1972.0,54,175.0,2.36,Hexagon Grid
Mini Mastermind,1972.0,492,1085.0,1.87,Induction
Trippples,1972.0,156,498.0,2.11,Tile Placement
"Austerlitz: The Battle of Three Emperors, 2 December 1805",1972.0,74,229.0,1.92,"Hexagon Grid, Simulation"
Square Off,1972.0,84,263.0,1.17,
The American Revolution 1775-1783,1972.0,74,230.0,2.36,"Area Movement, Dice Rolling, Scenario / Mission / Campaign Game, Simulation"
Dealer's Choice,1972.0,281,576.0,1.57,"Auction/Bidding, Commodity Speculation"
The Moscow Campaign: Strike and Counterstrike Russia,1972.0,59,215.0,2.46,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation"
Verdun: The Game of Attrition,1972.0,54,146.0,2.22,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table"
Turning Point: The Battle of Stalingrad,1972.0,55,193.0,2.5,"Dice Rolling, Hexagon Grid, Simulation"
